Tower sampling points:
-7.112965 0.273035 0.000000
6.799329 0.273035 0.000000
2.059984 -0.308790 -2.047266
-1.746348 -0.237281 -16.544214
-8.693428 0.680326 -4.621118
2.317780 1.205903 -9.846216
8.534448 0.565117 -4.575586
-3.604069 -0.825927 -8.352319
-3.637341 0.692334 -1.901025
6.938237 -0.311779 0.489844
4.302075 -0.357220 -6.036279
-1.404380 1.655121 -12.450220
-7.362852 -0.487675 0.290015
1.352050 -1.428076 -13.727808
1.606322 1.949839 -16.203027
-4.679026 1.051370 -5.444604
-0.096576 0.767053 -4.739404
5.434479 0.794814 -2.768579
-0.523644 -0.840795 -10.153345
-6.476320 -0.306971 -2.700708
-0.863134 -0.298078 -1.997217
-2.268106 1.468315 -9.664819
-1.445738 -1.172880 -12.988428
1.375454 1.553463 -13.101221
1.597193 -0.956276 -16.474023
3.011059 -0.842518 -8.301904
-1.509628 1.921546 -15.124536
0.035374 1.460467 -10.513452
-3.959573 1.431460 -7.710596
3.812797 1.291197 -7.676294
-5.634034 0.771383 -0.677881
1.733275 -1.055696 -10.703149
7.415279 -0.276060 -2.663232
3.781956 -0.121933 -3.892847
-4.072747 -0.205405 -3.808252
5.395282 0.678107 -0.627100
-0.904405 -1.279522 -14.957056
0.579044 0.889211 -2.741846
-8.489466 -0.246612 -2.852563
-4.301242 -0.586878 -6.496484
-2.042220 0.817602 -3.116968
3.643436 0.845360 -1.969873
-2.462969 -0.634095 -9.967920
-1.481814 0.299357 -14.143823
-1.452590 0.036129 -11.476709
1.243209 0.459093 -11.650537
0.047860 1.820709 -14.285059
-5.361858 0.920479 -3.350244
1.465928 0.168042 -14.424951
4.192831 1.166956 -5.271631
0.289296 -1.035274 -11.641504
8.615789 0.857376 -2.936792
1.647936 -0.137620 -9.159204
-5.065055 -0.098808 -1.910059
2.273520 0.834714 -3.097681
-2.569735 0.298716 -8.660669
4.642891 -0.347094 -2.089746
-2.434652 -0.254407 -1.992212
-7.402056 0.878134 -2.943506
-1.453437 1.493153 -10.931909
2.676467 0.656389 -8.418115
1.481698 1.693325 -14.643335
-0.083347 -0.140837 -3.557642
0.574061 -0.278752 -1.901270
-4.652071 -0.464772 -5.098413
-6.963135 0.818183 -0.144922
0.569095 0.203443 -10.037012
1.383447 1.655749 -10.899438
-1.486039 0.310775 -9.606958
1.430337 -1.109282 -15.096704
4.808928 0.801510 -4.084497
3.934724 -0.607134 -7.317407
1.265936 -0.786525 -12.554224
-1.402101 1.723360 -13.787378
1.241810 -0.254090 -3.092676
6.760843 0.776179 -0.230615
0.649564 1.664213 -11.991968
-1.390998 0.922338 -1.980127
-0.847817 2.068883 -16.247461
4.958172 -0.456957 -3.424219
6.737630 0.918801 -2.762720
6.120062 -0.313176 -2.514551
3.207227 -0.201380 -2.725977
-4.042930 1.003758 -4.263452
-6.079411 0.701099 -2.001855
1.617704 0.921356 -1.979517
-0.690486 0.878065 -3.055444
-6.477076 -0.222865 -0.709619
1.032703 1.367904 -9.703394
-0.221577 0.771299 -11.554468
-4.114863 0.178020 -7.574487
-3.987514 0.939263 -6.549951
-3.163576 0.206112 -3.038354
4.214840 1.014530 -6.523584
1.972968 0.142263 -10.431421
-0.930767 -1.113126 -11.386987
2.700839 -0.646462 -9.588892
-5.236831 -0.307826 -3.186670
4.591697 -0.193182 -4.833154
-3.064357 1.436621 -8.667505
-1.039820 1.465690 -9.740503
-1.355300 -0.234381 -3.108423
-0.637802 0.352241 -10.465112
-8.717070 0.922718 -3.044580
0.911104 -0.913237 -9.739648
4.208628 0.772999 -3.028833
-4.218160 0.849618 -2.989404
6.275469 -0.236296 -0.636011
4.816066 0.760756 -1.698022
8.717393 -0.315317 -3.086328
-2.088720 0.579886 -10.568750
-1.739891 -1.137465 -15.753198
-4.052450 -0.301330 -2.534204
-2.527691 0.906243 -2.075830
-0.250668 0.663353 -2.005518
3.653225 0.220748 -8.051416
-2.006244 -0.770927 -8.956323
5.561314 -0.162011 -1.491724
-4.015811 0.168930 -5.753442
-1.598369 -1.038814 -10.501245
-4.785511 0.811112 -1.377222
0.266299 -0.125145 -11.023706
1.654630 0.899046 -16.365015
-6.368056 0.693570 -3.039941
3.788597 0.864598 -4.353540
1.309607 -0.336417 -13.520410
2.627505 0.608035 -1.957300
-2.667193 0.508298 -9.690820
-4.949941 0.323129 -4.489893
1.208378 -0.594476 -11.512598
