Tower sampling points:
-2.940843 0.298086 0.000000
3.122769 0.298086 0.000000
-2.349508 0.934648 -4.017529
2.167582 -1.530819 -18.242017
5.477448 -1.712042 -9.112439
-3.988224 3.560772 -13.068616
3.576496 0.211984 0.172595
-4.683644 -2.810088 -9.699658
4.232138 3.619757 -13.010144
4.346240 2.961874 -5.246228
0.369850 -1.017185 -12.494153
-1.234558 2.256159 -17.893750
0.842530 -0.706152 -7.511914
-4.049876 -1.704176 -14.369702
-4.751591 2.043113 -8.541943
4.441364 -3.045617 -13.996960
-1.001406 -0.281341 0.107166
4.776734 -1.470891 -4.726636
-3.921245 -2.764858 -5.476147
1.598344 0.638560 -3.517712
5.107074 3.477973 -9.121350
1.852810 1.553194 -15.399915
-1.177880 -1.297219 -16.671033
-0.599731 1.632363 -9.991345
4.710829 0.125085 -12.490552
-2.530692 -0.547544 -8.121838
-2.436041 0.675816 -12.770947
3.264404 0.823630 -8.922437
2.008809 1.563986 -11.715710
-3.876079 3.484236 -4.276929
1.736021 2.117324 -18.264539
-4.608640 -0.050090 -10.537549
-1.003465 1.669441 -15.066052
1.522208 -1.236484 -15.137524
-0.103147 1.206338 -5.700940
4.396042 0.562233 -6.427258
-3.902611 1.143164 -6.172559
1.167854 0.949262 -0.911206
1.475248 -0.850427 -10.085828
-3.022562 1.331593 0.159167
-0.251625 -0.412963 -2.344312
-0.146704 1.520918 -12.799146
5.157561 1.199915 -10.305615
2.694405 -1.028394 -12.846204
3.852581 0.855811 -4.168225
-0.920054 -0.662313 -14.388501
-1.158910 1.382688 -7.753430
-0.815207 -0.683613 -10.258130
1.073299 1.368103 -8.460034
-3.840484 -0.684632 -4.578809
-0.793983 -0.651259 -4.520459
-3.959915 1.538792 -14.142651
1.439847 -0.557026 -5.373608
-3.055119 -1.032905 -0.220349
4.385596 -0.909453 -14.439832
4.313842 1.545106 -14.053052
2.034058 0.255383 -17.097058
5.518320 0.275898 -8.433911
-2.879804 1.341850 -8.751660
-1.578539 -0.995079 -12.101209
-3.981024 -0.567464 -12.679456
1.607281 0.347421 -13.766553
-0.331739 1.064949 -3.686841
-4.621389 0.088883 -8.553113
-1.041871 0.666949 -16.747937
0.760521 -1.372320 -16.908948
0.422177 2.092164 -16.851514
2.718766 -0.781132 -8.011243
-3.989765 -0.783197 -6.481641
5.159876 -0.715368 -10.700757
4.391545 -1.328152 -6.502026
-3.962034 1.644092 -4.434644
-0.734897 -0.582865 -8.385510
-0.481209 -0.635113 -6.280957
2.762896 -0.536914 -4.228345
1.128853 1.438434 -10.214001
3.601587 1.465137 -12.464246
0.605731 0.397700 -11.513440
4.717633 -1.700773 -12.951550
1.354118 1.207420 -6.602307
1.854774 -0.285045 0.050464
4.464438 -3.022073 -5.366040
3.021251 1.823488 0.245959
-4.595451 1.626139 -10.301953
-0.516565 1.011493 -0.869336
-1.134878 0.732433 -11.689221
4.159175 -0.694512 -8.880750
-3.529022 1.908939 -12.459851
5.094770 1.882563 -8.652112
0.543516 1.532779 -14.427014
-1.420984 -1.067003 -18.265942
1.305574 -0.387050 -1.864758
-4.000580 -0.095639 -14.331311
1.343504 1.175373 -5.005933
-3.975557 -2.957827 -13.396008
-4.306480 -1.420892 -9.038159
0.487185 1.050780 -2.336133
1.746522 -0.712954 -11.623730
0.392861 -0.385489 -0.592358
0.650197 -0.517144 -3.956006
-4.579181 3.441014 -9.187512
5.240480 -2.712565 -10.266553
-2.311030 -0.503168 -4.536450
0.146514 0.653988 -7.479260
0.532346 -1.088477 -14.000317
1.780471 0.051408 -8.852734
-3.968514 2.615511 -5.586560
2.404044 1.271504 -7.767102
-0.160883 -1.349287 -15.478040
2.056361 1.791848 -16.850842
1.433836 1.666570 -13.064221
4.678264 2.354333 -3.974133
-4.677629 -1.509720 -10.427258
-0.841006 0.515585 -13.559521
-1.969517 0.617669 -0.509351
2.969351 0.175170 -12.111646
0.603581 -0.792298 -8.945752
4.736987 2.335494 -12.591809
0.389514 -0.933855 -11.016858
-0.283341 0.969911 -8.785046
-0.245662 0.477567 -14.895947
1.922367 0.136760 -15.100903
4.701536 -0.128213 -4.574536
2.551358 0.760245 -4.570813
-1.150116 1.015890 -4.751050
4.364812 1.793925 -5.899060
-0.103494 1.522281 -11.402600
-1.427673 1.760070 -12.546948
-1.594304 1.124159 -8.991650
-0.850496 1.916900 -16.368848
2.429649 0.820865 -0.370435
1.591117 0.462650 -12.465100
-0.769965 -0.976842 -13.131543
-2.650807 -0.965606 -12.842053
1.947467 -1.207402 -16.401318
1.852065 -0.951821 -13.824109
0.058924 0.246491 -12.669751
-3.657913 -1.772110 -13.032239
-3.827788 0.696719 -12.749951
0.343173 0.912571 0.061572
5.116992 2.389950 -9.861340
3.901428 -0.924606 -12.365857
1.864969 0.138722 -7.579358
-2.247211 0.673615 -7.890759
-3.424162 0.521593 -4.547131
-0.334512 -1.530840 -17.555005
4.368816 0.331578 -14.392407
1.246384 -0.023801 -6.475720
4.509761 0.823420 -8.905103
3.701810 0.056388 -8.026624
-3.500387 -0.395004 -8.855420
0.229883 -0.582907 -5.205212
0.278292 0.582278 -4.622632
-4.045604 1.080689 -8.968518
-0.615358 -0.096547 -3.455518
-3.111782 0.127531 0.102283
-1.045145 -0.408827 -15.557019
1.508402 0.160515 -10.735242
2.505082 1.198831 -12.878613
-1.124580 0.203870 -7.610120
-3.610242 -1.779876 -4.925732
-1.141671 -0.335288 -17.341138
-1.463817 -0.019960 -12.730847
2.145037 1.143453 -9.025952
-0.397989 -0.170087 -11.683423
-0.765898 1.627148 -13.884900
-0.771123 -0.245018 -1.027905
1.705019 1.617536 -14.252515
1.773717 -0.509012 -3.627332
0.829442 1.480672 -12.099744
1.532736 -1.134779 -12.734143
-1.745388 -0.324977 -8.931531
-3.960014 2.557388 -13.640027
-0.426174 1.403533 -6.766125
-1.063138 0.843449 0.133594
4.748172 1.226172 -12.788647
-0.758566 0.189149 -9.436414
-0.265392 -0.490617 -7.372205
0.545185 0.037742 -2.989941
-3.939944 -1.841869 -6.122754
-1.672478 0.035440 -3.790723
0.941266 -0.315904 -14.852917
0.419591 1.673135 -9.291150
-0.667001 0.548802 -10.711804
4.298572 2.532483 -13.571851
4.740153 1.449425 -4.577344
1.627205 0.184465 -4.551343
4.374548 3.373480 -4.182935
0.574259 0.279636 -8.795117
-1.387244 1.222224 -17.625012
3.146228 -0.265427 -8.891125
5.231761 -0.721376 -8.770337
2.156713 -0.677837 -17.601025
3.744984 -0.590442 -4.666821
-2.409211 -0.197057 -12.144543
1.080745 0.775949 -14.968457
-2.538571 1.595214 -12.232800
-1.564910 -0.754183 -7.747510
-1.396394 1.061847 -3.586743
-0.539092 0.334981 -6.679150
